ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff
0.56,0.8,0.1,0.69,0.31,0.05,0.36,0.64,0.36,0.04,0.31,0.91,0.06,0.98,0.01,0.87,0.06,0.97,0.01
0.61,0.75,0.13,0.0,1.0,0.01,0.5,0.5,0.5,0.0,1.0,0.99,0.0,0.0,1.0,0.99,0.0,0.0,1.0
0.61,0.83,0.09,0.0,1.0,0.01,0.4,0.6,0.4,0.0,1.0,0.99,0.0,0.0,1.0,0.99,0.0,0.0,1.0
0.63,0.73,0.13,0.69,0.31,0.15,0.48,0.47,0.48,0.04,0.31,0.97,0.02,0.74,0.22,0.95,0.02,0.44,0.22
0.64,0.71,0.14,0.66,0.33,0.29,0.45,0.45,0.45,0.1,0.33,0.98,0.01,0.78,0.17,0.96,0.01,0.57,0.17
0.65,0.69,0.15,0.62,0.37,0.38,0.41,0.45,0.41,0.09,0.37,1.0,0.0,0.73,0.22,1.0,0.0,0.46,0.22
0.65,0.75,0.12,0.69,0.3,0.42,0.34,0.55,0.34,0.1,0.3,0.97,0.02,0.74,0.21,0.94,0.02,0.45,0.21
0.64,0.78,0.1,0.72,0.26,0.54,0.27,0.61,0.27,0.25,0.26,0.95,0.03,0.85,0.1,0.91,0.03,0.73,0.1
0.65,0.78,0.09,0.74,0.23,0.64,0.23,0.62,0.23,0.38,0.23,0.96,0.03,0.93,0.05,0.91,0.03,0.88,0.05
0.65,0.83,0.07,0.77,0.2,0.76,0.14,0.74,0.14,0.42,0.2,0.91,0.06,0.91,0.06,0.83,0.06,0.84,0.06
0.65,0.85,0.07,0.81,0.17,0.64,0.19,0.72,0.19,0.34,0.17,0.94,0.04,0.91,0.07,0.88,0.04,0.81,0.07
0.65,0.84,0.07,0.79,0.19,0.68,0.17,0.73,0.17,0.33,0.19,0.92,0.05,0.87,0.09,0.86,0.05,0.76,0.09
0.65,0.82,0.08,0.77,0.21,0.69,0.18,0.7,0.18,0.36,0.21,0.93,0.05,0.89,0.08,0.86,0.05,0.8,0.08
0.65,0.84,0.07,0.79,0.18,0.77,0.13,0.76,0.13,0.44,0.18,0.91,0.06,0.92,0.06,0.83,0.06,0.85,0.06
0.65,0.84,0.07,0.79,0.17,0.78,0.13,0.76,0.13,0.49,0.17,0.92,0.06,0.94,0.04,0.84,0.06,0.9,0.04
0.65,0.84,0.07,0.79,0.18,0.76,0.14,0.75,0.14,0.47,0.18,0.92,0.06,0.94,0.04,0.84,0.06,0.89,0.04
0.65,0.86,0.06,0.81,0.16,0.81,0.11,0.79,0.11,0.51,0.16,0.91,0.06,0.94,0.04,0.82,0.06,0.9,0.04
0.65,0.87,0.05,0.84,0.13,0.85,0.09,0.82,0.09,0.6,0.13,0.91,0.06,0.99,0.01,0.82,0.06,0.98,0.01
0.65,0.87,0.05,0.83,0.14,0.83,0.1,0.81,0.1,0.54,0.14,0.91,0.06,0.96,0.02,0.82,0.06,0.94,0.02
0.65,0.86,0.06,0.81,0.15,0.83,0.1,0.8,0.1,0.54,0.15,0.91,0.06,0.96,0.03,0.82,0.06,0.93,0.03
0.65,0.85,0.06,0.81,0.15,0.8,0.12,0.77,0.12,0.56,0.15,0.92,0.06,0.98,0.01,0.84,0.06,0.97,0.01
0.65,0.84,0.06,0.8,0.16,0.79,0.13,0.76,0.13,0.52,0.16,0.92,0.06,0.96,0.02,0.84,0.06,0.94,0.02
0.65,0.88,0.05,0.85,0.12,0.82,0.1,0.82,0.1,0.58,0.12,0.91,0.06,0.99,0.01,0.83,0.06,0.98,0.01
0.65,0.87,0.05,0.84,0.13,0.86,0.08,0.82,0.08,0.63,0.13,0.91,0.06,1.0,0.0,0.82,0.06,1.0,0.0
0.65,0.86,0.06,0.82,0.14,0.86,0.09,0.81,0.09,0.62,0.14,0.91,0.06,1.0,0.0,0.82,0.06,0.99,0.0
0.65,0.85,0.06,0.82,0.14,0.84,0.1,0.78,0.1,0.63,0.14,0.92,0.05,0.99,0.01,0.84,0.05,0.98,0.01
0.65,0.82,0.07,0.78,0.18,0.76,0.15,0.7,0.15,0.51,0.18,0.94,0.04,0.97,0.02,0.87,0.04,0.95,0.02
0.66,0.83,0.07,0.79,0.19,0.66,0.19,0.7,0.19,0.31,0.19,0.94,0.04,0.87,0.09,0.87,0.04,0.75,0.09
0.66,0.86,0.06,0.83,0.15,0.76,0.13,0.77,0.13,0.46,0.15,0.92,0.05,0.94,0.04,0.85,0.05,0.89,0.04
0.66,0.84,0.07,0.81,0.16,0.75,0.15,0.73,0.15,0.5,0.16,0.93,0.05,0.97,0.02,0.87,0.05,0.95,0.02
0.66,0.87,0.06,0.84,0.14,0.77,0.13,0.78,0.13,0.49,0.14,0.92,0.05,0.95,0.03,0.85,0.05,0.91,0.03
0.66,0.86,0.06,0.83,0.14,0.78,0.13,0.76,0.13,0.54,0.14,0.93,0.05,0.98,0.01,0.86,0.05,0.96,0.01
0.66,0.88,0.05,0.84,0.13,0.86,0.08,0.83,0.08,0.6,0.13,0.91,0.06,0.98,0.01,0.81,0.06,0.97,0.01
0.66,0.9,0.04,0.88,0.1,0.88,0.07,0.86,0.07,0.65,0.1,0.91,0.06,0.99,0.0,0.82,0.06,0.99,0.0
0.66,0.91,0.04,0.89,0.09,0.92,0.05,0.91,0.05,0.68,0.09,0.9,0.07,1.0,0.0,0.79,0.07,1.0,0.0
0.66,0.9,0.04,0.89,0.09,0.88,0.07,0.87,0.07,0.66,0.09,0.91,0.06,0.99,0.01,0.82,0.06,0.99,0.01
0.66,0.9,0.04,0.87,0.11,0.9,0.06,0.88,0.06,0.65,0.11,0.9,0.07,0.99,0.0,0.8,0.07,0.99,0.0
0.67,0.89,0.05,0.88,0.1,0.83,0.1,0.81,0.1,0.63,0.1,0.93,0.05,0.99,0.01,0.85,0.05,0.97,0.01
0.66,0.86,0.06,0.82,0.14,0.81,0.11,0.78,0.11,0.55,0.14,0.92,0.06,0.97,0.02,0.84,0.06,0.95,0.02
0.66,0.84,0.07,0.8,0.16,0.79,0.13,0.75,0.13,0.51,0.16,0.93,0.05,0.96,0.03,0.85,0.05,0.93,0.03
0.66,0.86,0.06,0.83,0.14,0.82,0.11,0.78,0.11,0.57,0.14,0.92,0.05,0.98,0.01,0.84,0.05,0.97,0.01
0.67,0.88,0.05,0.85,0.12,0.83,0.1,0.8,0.1,0.58,0.12,0.92,0.05,0.99,0.01,0.84,0.05,0.98,0.01
0.67,0.88,0.05,0.87,0.11,0.82,0.1,0.8,0.1,0.63,0.11,0.93,0.05,0.98,0.01,0.86,0.05,0.97,0.01
0.67,0.91,0.04,0.91,0.08,0.87,0.07,0.85,0.07,0.72,0.08,0.92,0.05,0.96,0.03,0.84,0.05,0.92,0.03
0.66,0.9,0.04,0.89,0.08,0.86,0.08,0.83,0.08,0.72,0.08,0.93,0.05,0.95,0.03,0.85,0.05,0.92,0.03
0.66,0.88,0.05,0.85,0.12,0.83,0.1,0.8,0.1,0.62,0.12,0.92,0.05,0.99,0.01,0.84,0.05,0.99,0.01
0.65,0.87,0.05,0.85,0.12,0.8,0.12,0.77,0.12,0.62,0.12,0.93,0.05,0.98,0.01,0.86,0.05,0.96,0.01
0.66,0.87,0.06,0.85,0.12,0.79,0.12,0.76,0.12,0.59,0.12,0.94,0.05,0.99,0.0,0.87,0.05,0.99,0.0
0.66,0.89,0.04,0.87,0.1,0.87,0.08,0.84,0.08,0.66,0.1,0.92,0.06,0.98,0.01,0.83,0.06,0.97,0.01
0.67,0.89,0.05,0.88,0.1,0.83,0.1,0.8,0.1,0.63,0.1,0.93,0.05,0.98,0.01,0.86,0.05,0.97,0.01
