ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff
0.6,0.74,0.13,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.99,0.0,0.0,1.0,0.99,0.0,0.0,1.0
0.62,0.76,0.12,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.97,0.02,0.0,1.0,0.95,0.02,0.0,1.0
0.62,0.83,0.09,0.82,0.18,0.04,0.41,0.58,0.41,0.04,0.18,0.99,0.01,0.9,0.07,0.99,0.01,0.83,0.07
0.64,0.75,0.12,0.71,0.29,0.19,0.46,0.49,0.46,0.03,0.29,0.98,0.02,0.7,0.27,0.96,0.02,0.27,0.27
0.64,0.73,0.13,0.66,0.33,0.33,0.41,0.49,0.41,0.07,0.33,1.0,0.0,0.72,0.24,0.99,0.0,0.38,0.24
0.65,0.7,0.14,0.63,0.35,0.39,0.4,0.46,0.4,0.11,0.35,1.0,0.0,0.75,0.2,1.0,0.0,0.5,0.2
0.65,0.76,0.11,0.7,0.29,0.4,0.35,0.54,0.35,0.11,0.29,0.98,0.01,0.76,0.2,0.96,0.01,0.48,0.2
0.65,0.79,0.09,0.74,0.24,0.58,0.25,0.62,0.25,0.27,0.24,0.95,0.03,0.86,0.1,0.91,0.03,0.74,0.1
0.66,0.79,0.09,0.73,0.24,0.65,0.21,0.64,0.21,0.32,0.24,0.94,0.04,0.87,0.09,0.88,0.04,0.77,0.09
0.65,0.82,0.08,0.77,0.2,0.72,0.17,0.71,0.17,0.41,0.2,0.93,0.05,0.91,0.06,0.85,0.05,0.85,0.06
0.66,0.85,0.07,0.8,0.18,0.66,0.18,0.73,0.18,0.32,0.18,0.93,0.05,0.88,0.09,0.87,0.05,0.75,0.09
0.66,0.83,0.08,0.78,0.2,0.71,0.17,0.71,0.17,0.37,0.2,0.93,0.05,0.89,0.07,0.86,0.05,0.8,0.07
0.66,0.82,0.08,0.77,0.2,0.75,0.16,0.71,0.16,0.44,0.2,0.93,0.05,0.92,0.05,0.85,0.05,0.87,0.05
0.65,0.85,0.06,0.81,0.16,0.79,0.13,0.76,0.13,0.51,0.16,0.92,0.06,0.96,0.03,0.84,0.06,0.93,0.03
0.66,0.84,0.07,0.8,0.17,0.77,0.14,0.73,0.14,0.5,0.17,0.93,0.05,0.96,0.03,0.85,0.05,0.92,0.03
0.66,0.85,0.06,0.8,0.17,0.78,0.13,0.76,0.13,0.48,0.17,0.92,0.06,0.94,0.04,0.84,0.06,0.9,0.04
0.66,0.87,0.06,0.83,0.14,0.82,0.1,0.8,0.1,0.53,0.14,0.91,0.06,0.96,0.03,0.82,0.06,0.93,0.03
0.66,0.88,0.05,0.84,0.13,0.86,0.08,0.84,0.08,0.58,0.13,0.91,0.07,0.97,0.02,0.81,0.07,0.95,0.02
0.66,0.86,0.06,0.82,0.15,0.81,0.11,0.79,0.11,0.54,0.15,0.92,0.06,0.97,0.02,0.83,0.06,0.94,0.02
0.66,0.84,0.07,0.79,0.17,0.79,0.13,0.75,0.13,0.49,0.17,0.92,0.06,0.94,0.04,0.84,0.06,0.9,0.04
0.66,0.83,0.07,0.8,0.17,0.77,0.15,0.72,0.15,0.51,0.17,0.94,0.05,0.97,0.02,0.87,0.05,0.94,0.02
0.66,0.85,0.06,0.82,0.15,0.79,0.13,0.76,0.13,0.54,0.15,0.93,0.05,0.97,0.02,0.85,0.05,0.95,0.02
0.66,0.87,0.05,0.85,0.13,0.77,0.12,0.78,0.12,0.49,0.13,0.92,0.05,0.96,0.03,0.85,0.05,0.91,0.03
0.66,0.86,0.06,0.84,0.14,0.77,0.14,0.76,0.14,0.52,0.14,0.93,0.05,0.97,0.02,0.86,0.05,0.95,0.02
0.66,0.85,0.06,0.81,0.16,0.77,0.14,0.74,0.14,0.51,0.16,0.93,0.05,0.96,0.02,0.86,0.05,0.94,0.02
0.66,0.84,0.07,0.81,0.16,0.78,0.14,0.73,0.14,0.52,0.16,0.94,0.05,0.97,0.02,0.86,0.05,0.95,0.02
0.66,0.83,0.07,0.79,0.18,0.76,0.15,0.72,0.15,0.47,0.18,0.93,0.05,0.94,0.04,0.86,0.05,0.9,0.04
0.66,0.85,0.07,0.8,0.17,0.73,0.15,0.74,0.15,0.41,0.17,0.93,0.05,0.92,0.06,0.86,0.05,0.84,0.06
0.66,0.88,0.05,0.85,0.12,0.81,0.11,0.8,0.11,0.57,0.12,0.92,0.05,0.99,0.01,0.85,0.05,0.98,0.01
0.66,0.85,0.06,0.82,0.15,0.78,0.13,0.74,0.13,0.53,0.15,0.93,0.05,0.97,0.02,0.86,0.05,0.96,0.02
0.66,0.89,0.05,0.87,0.11,0.82,0.1,0.82,0.1,0.59,0.11,0.92,0.06,0.99,0.01,0.84,0.06,0.98,0.01
0.67,0.87,0.05,0.85,0.12,0.81,0.11,0.78,0.11,0.59,0.12,0.93,0.05,1.0,0.0,0.85,0.05,1.0,0.0
0.67,0.88,0.05,0.85,0.12,0.88,0.07,0.85,0.07,0.6,0.12,0.91,0.06,0.98,0.01,0.81,0.06,0.96,0.01
0.67,0.89,0.05,0.86,0.11,0.87,0.08,0.84,0.08,0.61,0.11,0.91,0.06,0.99,0.01,0.82,0.06,0.98,0.01
0.67,0.9,0.04,0.87,0.11,0.88,0.07,0.86,0.07,0.62,0.11,0.91,0.06,0.99,0.01,0.81,0.06,0.98,0.01
0.67,0.9,0.04,0.88,0.1,0.88,0.07,0.86,0.07,0.64,0.1,0.91,0.06,1.0,0.0,0.82,0.06,0.99,0.0
0.67,0.89,0.05,0.87,0.11,0.85,0.09,0.83,0.09,0.62,0.11,0.92,0.06,1.0,0.0,0.83,0.06,0.99,0.0
0.66,0.88,0.05,0.87,0.11,0.81,0.11,0.8,0.11,0.59,0.11,0.93,0.05,1.0,0.0,0.85,0.05,0.99,0.0
0.66,0.84,0.07,0.82,0.15,0.75,0.15,0.72,0.15,0.51,0.15,0.94,0.04,0.98,0.01,0.88,0.04,0.96,0.01
0.66,0.82,0.07,0.78,0.19,0.73,0.16,0.7,0.16,0.43,0.19,0.94,0.04,0.93,0.05,0.87,0.04,0.86,0.05
0.66,0.85,0.06,0.83,0.14,0.78,0.14,0.75,0.14,0.53,0.14,0.93,0.05,0.98,0.01,0.86,0.05,0.96,0.01
0.66,0.87,0.05,0.84,0.13,0.8,0.12,0.78,0.12,0.56,0.13,0.93,0.05,0.99,0.01,0.85,0.05,0.97,0.01
