ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff,EQO_ratio,EQO_diff
0.5,0.85,0.07,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.79,0.13,0.0,1.0,0.76,0.13,0.0,1.0,0.0,1.0
0.61,0.68,0.16,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.96,0.02,0.0,1.0,0.94,0.02,0.0,1.0,0.0,1.0
0.61,0.49,0.24,0.41,0.57,0.19,0.64,0.25,0.64,0.04,0.57,0.94,0.04,0.67,0.26,0.88,0.04,0.42,0.26,0.33,0.6
0.63,0.57,0.2,0.49,0.49,0.29,0.53,0.32,0.53,0.07,0.49,0.96,0.03,0.7,0.24,0.92,0.03,0.46,0.24,0.41,0.51
0.64,0.67,0.16,0.6,0.39,0.32,0.46,0.41,0.46,0.07,0.39,0.98,0.01,0.72,0.23,0.96,0.01,0.44,0.23,0.51,0.43
0.64,0.7,0.14,0.63,0.35,0.37,0.41,0.46,0.41,0.11,0.35,1.0,0.0,0.76,0.19,0.99,0.0,0.53,0.19,0.55,0.38
0.64,0.73,0.13,0.66,0.33,0.42,0.36,0.52,0.36,0.12,0.33,0.97,0.02,0.76,0.19,0.95,0.02,0.53,0.19,0.59,0.34
0.64,0.74,0.12,0.67,0.31,0.5,0.31,0.55,0.31,0.19,0.31,0.96,0.03,0.81,0.14,0.93,0.03,0.65,0.14,0.61,0.31
0.65,0.74,0.12,0.67,0.29,0.56,0.28,0.56,0.28,0.26,0.29,0.96,0.03,0.85,0.11,0.92,0.03,0.74,0.11,0.61,0.29
0.65,0.75,0.11,0.7,0.27,0.55,0.29,0.56,0.29,0.25,0.27,0.97,0.02,0.86,0.1,0.93,0.02,0.74,0.1,0.63,0.28
0.65,0.75,0.11,0.69,0.28,0.57,0.27,0.57,0.27,0.27,0.28,0.96,0.03,0.86,0.1,0.92,0.03,0.74,0.1,0.63,0.28
0.65,0.77,0.1,0.71,0.26,0.63,0.24,0.6,0.24,0.31,0.26,0.95,0.03,0.87,0.09,0.9,0.03,0.77,0.09,0.66,0.25
0.65,0.78,0.09,0.72,0.24,0.65,0.22,0.64,0.22,0.32,0.24,0.94,0.04,0.87,0.09,0.88,0.04,0.78,0.09,0.68,0.23
0.66,0.78,0.1,0.72,0.25,0.66,0.22,0.63,0.22,0.32,0.25,0.94,0.04,0.87,0.09,0.89,0.04,0.77,0.09,0.68,0.23
0.65,0.78,0.09,0.71,0.25,0.71,0.19,0.66,0.19,0.35,0.25,0.93,0.05,0.87,0.09,0.85,0.05,0.78,0.09,0.69,0.22
0.65,0.77,0.1,0.72,0.24,0.69,0.21,0.62,0.21,0.41,0.24,0.95,0.04,0.92,0.05,0.89,0.04,0.87,0.05,0.67,0.22
0.66,0.77,0.1,0.72,0.24,0.69,0.2,0.62,0.2,0.39,0.24,0.95,0.04,0.91,0.06,0.89,0.04,0.84,0.06,0.67,0.22
0.66,0.76,0.1,0.69,0.27,0.69,0.21,0.62,0.21,0.33,0.27,0.94,0.04,0.86,0.1,0.87,0.04,0.76,0.1,0.66,0.24
0.66,0.76,0.1,0.7,0.26,0.66,0.22,0.61,0.22,0.32,0.26,0.95,0.04,0.87,0.09,0.89,0.04,0.77,0.09,0.66,0.24
0.66,0.78,0.09,0.72,0.24,0.69,0.2,0.63,0.2,0.35,0.24,0.95,0.04,0.88,0.08,0.88,0.04,0.79,0.08,0.68,0.22
0.66,0.79,0.09,0.74,0.23,0.69,0.2,0.65,0.2,0.35,0.23,0.94,0.04,0.88,0.08,0.88,0.04,0.79,0.08,0.7,0.22
0.66,0.8,0.08,0.75,0.22,0.73,0.17,0.69,0.17,0.37,0.22,0.93,0.05,0.88,0.08,0.85,0.05,0.79,0.08,0.72,0.2
0.66,0.81,0.08,0.76,0.2,0.74,0.16,0.69,0.16,0.42,0.2,0.93,0.05,0.92,0.06,0.86,0.05,0.86,0.06,0.72,0.18
0.66,0.8,0.08,0.75,0.22,0.72,0.17,0.68,0.17,0.37,0.22,0.93,0.05,0.88,0.08,0.86,0.05,0.78,0.08,0.72,0.2
0.66,0.8,0.08,0.75,0.22,0.72,0.18,0.68,0.18,0.37,0.22,0.93,0.05,0.89,0.08,0.86,0.05,0.8,0.08,0.72,0.2
0.66,0.81,0.08,0.76,0.21,0.7,0.19,0.67,0.19,0.39,0.21,0.94,0.04,0.91,0.06,0.88,0.04,0.84,0.06,0.72,0.2
0.66,0.79,0.09,0.74,0.22,0.7,0.19,0.66,0.19,0.37,0.22,0.94,0.04,0.89,0.07,0.88,0.04,0.81,0.07,0.7,0.21
0.67,0.81,0.08,0.76,0.2,0.72,0.18,0.68,0.18,0.4,0.2,0.94,0.04,0.91,0.06,0.88,0.04,0.83,0.06,0.72,0.19
0.67,0.81,0.08,0.77,0.2,0.73,0.17,0.69,0.17,0.39,0.2,0.94,0.05,0.9,0.07,0.86,0.05,0.82,0.07,0.73,0.18
0.67,0.82,0.08,0.78,0.19,0.72,0.17,0.7,0.17,0.42,0.19,0.94,0.04,0.92,0.05,0.87,0.04,0.86,0.05,0.74,0.18
0.66,0.82,0.08,0.78,0.19,0.71,0.18,0.68,0.18,0.41,0.19,0.94,0.04,0.92,0.05,0.88,0.04,0.86,0.05,0.73,0.18
0.66,0.8,0.09,0.75,0.21,0.71,0.18,0.66,0.18,0.39,0.21,0.94,0.04,0.91,0.06,0.88,0.04,0.83,0.06,0.71,0.2
0.67,0.78,0.09,0.73,0.23,0.71,0.19,0.64,0.19,0.38,0.23,0.95,0.04,0.89,0.07,0.88,0.04,0.81,0.07,0.69,0.21
0.67,0.79,0.09,0.75,0.22,0.7,0.2,0.65,0.2,0.38,0.22,0.95,0.04,0.91,0.06,0.89,0.04,0.83,0.06,0.7,0.21
0.66,0.79,0.09,0.74,0.22,0.69,0.2,0.64,0.2,0.37,0.22,0.95,0.04,0.9,0.07,0.89,0.04,0.82,0.07,0.69,0.21
0.66,0.79,0.09,0.75,0.22,0.71,0.19,0.65,0.19,0.4,0.22,0.95,0.04,0.91,0.06,0.89,0.04,0.84,0.06,0.7,0.21
0.67,0.81,0.08,0.76,0.2,0.75,0.16,0.69,0.16,0.4,0.2,0.93,0.05,0.9,0.07,0.86,0.05,0.82,0.07,0.72,0.18
0.67,0.83,0.07,0.79,0.18,0.72,0.17,0.7,0.17,0.41,0.18,0.94,0.04,0.92,0.05,0.88,0.04,0.85,0.05,0.74,0.17
0.67,0.83,0.07,0.79,0.18,0.72,0.17,0.71,0.17,0.39,0.18,0.94,0.04,0.91,0.06,0.87,0.04,0.82,0.06,0.75,0.17
0.67,0.83,0.08,0.8,0.18,0.67,0.2,0.67,0.2,0.38,0.18,0.95,0.03,0.93,0.05,0.91,0.03,0.85,0.05,0.74,0.19
0.67,0.83,0.07,0.81,0.17,0.67,0.19,0.68,0.19,0.39,0.17,0.95,0.03,0.93,0.05,0.9,0.03,0.87,0.05,0.75,0.18
0.67,0.85,0.07,0.82,0.16,0.7,0.17,0.71,0.17,0.42,0.16,0.95,0.04,0.94,0.04,0.89,0.04,0.88,0.04,0.76,0.17
0.67,0.83,0.07,0.81,0.17,0.66,0.21,0.66,0.21,0.41,0.17,0.97,0.02,0.95,0.04,0.93,0.02,0.89,0.04,0.74,0.19
0.67,0.83,0.07,0.79,0.19,0.72,0.17,0.7,0.17,0.4,0.19,0.94,0.04,0.91,0.06,0.88,0.04,0.83,0.06,0.74,0.18
0.67,0.82,0.08,0.78,0.19,0.73,0.17,0.69,0.17,0.41,0.19,0.94,0.04,0.91,0.06,0.87,0.04,0.84,0.06,0.73,0.18
0.66,0.8,0.08,0.76,0.2,0.73,0.18,0.66,0.18,0.44,0.2,0.95,0.04,0.93,0.04,0.88,0.04,0.89,0.04,0.71,0.19
0.66,0.81,0.08,0.77,0.19,0.76,0.16,0.69,0.16,0.49,0.19,0.94,0.04,0.95,0.03,0.87,0.04,0.92,0.03,0.73,0.17
0.66,0.81,0.08,0.77,0.19,0.74,0.17,0.67,0.17,0.47,0.19,0.95,0.04,0.95,0.03,0.89,0.04,0.92,0.03,0.72,0.18
0.67,0.82,0.08,0.78,0.19,0.73,0.17,0.68,0.17,0.44,0.19,0.95,0.04,0.94,0.04,0.88,0.04,0.89,0.04,0.73,0.18
0.67,0.83,0.07,0.79,0.18,0.71,0.18,0.69,0.18,0.4,0.18,0.95,0.04,0.92,0.06,0.89,0.04,0.84,0.06,0.74,0.18
