ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff,EQO_ratio,EQO_diff
0.61,0.74,0.13,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.97,0.02,0.0,1.0,0.95,0.02,0.0,1.0,0.0,1.0
0.62,0.68,0.16,0.62,0.38,0.09,0.56,0.41,0.56,0.02,0.38,0.96,0.02,0.72,0.23,0.94,0.02,0.44,0.23,0.52,0.47
0.64,0.63,0.18,0.56,0.42,0.3,0.5,0.36,0.5,0.08,0.42,0.96,0.03,0.73,0.22,0.92,0.03,0.47,0.22,0.46,0.46
0.65,0.67,0.15,0.61,0.37,0.36,0.44,0.41,0.44,0.1,0.37,0.97,0.02,0.76,0.19,0.94,0.02,0.51,0.19,0.51,0.41
0.65,0.73,0.12,0.68,0.31,0.38,0.38,0.5,0.38,0.09,0.31,0.99,0.0,0.74,0.22,0.99,0.0,0.44,0.22,0.59,0.34
0.65,0.74,0.12,0.68,0.31,0.38,0.38,0.5,0.38,0.09,0.31,1.0,0.0,0.74,0.21,0.99,0.0,0.44,0.21,0.59,0.34
0.65,0.73,0.12,0.67,0.31,0.42,0.36,0.51,0.36,0.13,0.31,0.99,0.01,0.77,0.18,0.98,0.01,0.54,0.18,0.59,0.33
0.65,0.72,0.13,0.66,0.32,0.46,0.35,0.51,0.35,0.16,0.32,0.98,0.01,0.79,0.16,0.96,0.01,0.61,0.16,0.58,0.33
0.65,0.7,0.13,0.64,0.33,0.48,0.35,0.49,0.35,0.2,0.33,0.99,0.01,0.82,0.13,0.97,0.01,0.68,0.13,0.56,0.34
0.65,0.72,0.13,0.66,0.31,0.49,0.33,0.51,0.33,0.21,0.31,0.98,0.01,0.83,0.12,0.96,0.01,0.7,0.12,0.58,0.32
0.65,0.72,0.13,0.66,0.31,0.49,0.34,0.5,0.34,0.21,0.31,0.99,0.01,0.83,0.12,0.97,0.01,0.7,0.12,0.58,0.33
0.65,0.71,0.13,0.64,0.33,0.51,0.33,0.5,0.33,0.21,0.33,0.98,0.01,0.82,0.13,0.96,0.01,0.68,0.13,0.57,0.33
0.66,0.72,0.12,0.65,0.32,0.58,0.29,0.53,0.29,0.23,0.32,0.97,0.02,0.82,0.13,0.93,0.02,0.68,0.13,0.59,0.3
0.65,0.71,0.12,0.65,0.31,0.59,0.28,0.52,0.28,0.26,0.31,0.97,0.02,0.84,0.12,0.93,0.02,0.72,0.12,0.58,0.3
0.65,0.7,0.13,0.64,0.32,0.61,0.27,0.52,0.27,0.29,0.32,0.96,0.03,0.85,0.1,0.92,0.03,0.75,0.1,0.58,0.3
0.65,0.7,0.13,0.63,0.32,0.64,0.26,0.52,0.26,0.32,0.32,0.96,0.03,0.87,0.09,0.91,0.03,0.79,0.09,0.57,0.29
0.65,0.72,0.12,0.65,0.31,0.61,0.27,0.54,0.27,0.26,0.31,0.96,0.03,0.84,0.12,0.92,0.03,0.72,0.12,0.59,0.29
0.65,0.72,0.12,0.66,0.31,0.58,0.28,0.54,0.28,0.25,0.31,0.97,0.02,0.83,0.12,0.93,0.02,0.7,0.12,0.6,0.3
0.66,0.73,0.12,0.67,0.3,0.58,0.28,0.55,0.28,0.23,0.3,0.96,0.03,0.82,0.13,0.92,0.03,0.67,0.13,0.61,0.29
0.66,0.73,0.12,0.67,0.3,0.57,0.29,0.54,0.29,0.23,0.3,0.97,0.02,0.83,0.13,0.93,0.02,0.68,0.13,0.6,0.29
0.66,0.73,0.12,0.67,0.3,0.6,0.27,0.55,0.27,0.24,0.3,0.96,0.03,0.82,0.13,0.92,0.03,0.68,0.13,0.61,0.29
0.66,0.75,0.11,0.7,0.27,0.58,0.27,0.56,0.27,0.26,0.27,0.97,0.02,0.85,0.11,0.94,0.02,0.72,0.11,0.63,0.27
0.66,0.76,0.11,0.7,0.27,0.54,0.29,0.56,0.29,0.24,0.27,0.97,0.02,0.85,0.11,0.94,0.02,0.71,0.11,0.63,0.28
0.66,0.77,0.1,0.72,0.25,0.55,0.28,0.57,0.28,0.26,0.25,0.97,0.02,0.86,0.1,0.94,0.02,0.74,0.1,0.65,0.27
