ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff
0.64,0.87,0.06,0.85,0.14,0.52,0.22,0.71,0.22,0.36,0.14,0.95,0.03,0.98,0.01,0.92,0.03,0.96,0.01
0.64,0.84,0.07,0.83,0.16,0.36,0.3,0.64,0.3,0.19,0.16,0.98,0.01,0.92,0.06,0.97,0.01,0.81,0.06
0.64,0.84,0.08,0.83,0.17,0.26,0.33,0.63,0.33,0.1,0.17,0.98,0.01,0.86,0.11,0.97,0.01,0.65,0.11
0.65,0.8,0.09,0.77,0.22,0.4,0.32,0.59,0.32,0.15,0.22,0.98,0.01,0.82,0.14,0.97,0.01,0.6,0.14
0.66,0.78,0.1,0.73,0.25,0.49,0.3,0.58,0.3,0.2,0.25,0.97,0.02,0.83,0.13,0.95,0.02,0.66,0.13
0.65,0.75,0.11,0.69,0.29,0.51,0.31,0.55,0.31,0.2,0.29,0.97,0.02,0.82,0.13,0.95,0.02,0.66,0.13
0.66,0.8,0.09,0.75,0.23,0.54,0.26,0.62,0.26,0.23,0.23,0.96,0.03,0.84,0.12,0.92,0.03,0.68,0.12
0.65,0.82,0.08,0.79,0.19,0.64,0.21,0.66,0.21,0.4,0.19,0.96,0.03,0.95,0.03,0.91,0.03,0.91,0.03
0.66,0.83,0.07,0.77,0.2,0.79,0.13,0.75,0.13,0.42,0.2,0.91,0.06,0.9,0.07,0.82,0.06,0.81,0.07
0.66,0.85,0.06,0.8,0.16,0.81,0.12,0.77,0.12,0.5,0.16,0.92,0.06,0.94,0.04,0.83,0.06,0.9,0.04
0.66,0.85,0.06,0.81,0.17,0.78,0.13,0.77,0.13,0.45,0.17,0.92,0.06,0.93,0.05,0.84,0.06,0.87,0.05
0.65,0.86,0.06,0.83,0.14,0.83,0.1,0.79,0.1,0.6,0.14,0.92,0.06,1.0,0.0,0.83,0.06,0.99,0.0
0.65,0.84,0.06,0.81,0.15,0.81,0.12,0.75,0.12,0.58,0.15,0.93,0.05,0.99,0.0,0.85,0.05,0.99,0.0
0.65,0.86,0.06,0.84,0.13,0.81,0.12,0.77,0.12,0.61,0.13,0.93,0.05,0.99,0.01,0.85,0.05,0.98,0.01
0.66,0.84,0.07,0.8,0.16,0.78,0.14,0.74,0.14,0.53,0.16,0.93,0.05,0.97,0.02,0.85,0.05,0.95,0.02
0.66,0.85,0.06,0.81,0.16,0.8,0.12,0.77,0.12,0.5,0.16,0.92,0.06,0.95,0.03,0.83,0.06,0.91,0.03
0.66,0.87,0.05,0.83,0.14,0.84,0.09,0.82,0.09,0.53,0.14,0.91,0.06,0.95,0.03,0.81,0.06,0.91,0.03
0.66,0.87,0.05,0.84,0.13,0.84,0.09,0.81,0.09,0.6,0.13,0.92,0.06,0.99,0.01,0.83,0.06,0.99,0.01
0.67,0.87,0.06,0.83,0.14,0.82,0.1,0.8,0.1,0.54,0.14,0.92,0.06,0.96,0.02,0.83,0.06,0.93,0.02
0.66,0.84,0.06,0.8,0.16,0.79,0.13,0.75,0.13,0.51,0.16,0.93,0.05,0.96,0.03,0.84,0.05,0.93,0.03
0.66,0.84,0.07,0.8,0.16,0.79,0.13,0.74,0.13,0.54,0.16,0.93,0.05,0.97,0.02,0.85,0.05,0.96,0.02
0.65,0.86,0.06,0.84,0.13,0.81,0.12,0.77,0.12,0.61,0.13,0.93,0.05,0.99,0.01,0.85,0.05,0.98,0.01
0.67,0.88,0.05,0.86,0.12,0.84,0.09,0.83,0.09,0.56,0.12,0.91,0.06,0.97,0.02,0.82,0.06,0.94,0.02
0.66,0.87,0.05,0.84,0.13,0.82,0.11,0.79,0.11,0.58,0.13,0.92,0.06,0.99,0.01,0.84,0.06,0.99,0.01
0.66,0.86,0.06,0.83,0.14,0.8,0.12,0.77,0.12,0.58,0.14,0.93,0.05,0.99,0.0,0.85,0.05,0.99,0.0
0.66,0.85,0.06,0.82,0.14,0.8,0.12,0.75,0.12,0.57,0.14,0.93,0.05,0.99,0.01,0.85,0.05,0.98,0.01
0.66,0.83,0.07,0.78,0.19,0.77,0.15,0.72,0.15,0.46,0.19,0.93,0.05,0.93,0.04,0.85,0.05,0.88,0.04
0.67,0.85,0.07,0.81,0.16,0.74,0.15,0.73,0.15,0.43,0.16,0.93,0.05,0.93,0.05,0.87,0.05,0.86,0.05
0.67,0.87,0.05,0.85,0.13,0.82,0.1,0.8,0.1,0.56,0.13,0.92,0.05,0.97,0.02,0.84,0.05,0.95,0.02
0.66,0.84,0.06,0.81,0.16,0.79,0.13,0.75,0.13,0.51,0.16,0.93,0.05,0.95,0.03,0.85,0.05,0.92,0.03
0.67,0.88,0.05,0.86,0.12,0.84,0.09,0.82,0.09,0.57,0.12,0.92,0.06,0.98,0.02,0.83,0.06,0.96,0.02
0.66,0.87,0.05,0.85,0.12,0.81,0.12,0.77,0.12,0.59,0.12,0.93,0.05,1.0,0.0,0.86,0.05,0.99,0.0
0.67,0.88,0.05,0.86,0.12,0.88,0.07,0.85,0.07,0.62,0.12,0.91,0.06,0.99,0.01,0.81,0.06,0.98,0.01
0.67,0.89,0.05,0.87,0.11,0.85,0.09,0.82,0.09,0.62,0.11,0.92,0.06,1.0,0.0,0.83,0.06,1.0,0.0
0.67,0.9,0.04,0.88,0.1,0.86,0.08,0.84,0.08,0.66,0.1,0.92,0.06,0.98,0.01,0.83,0.06,0.97,0.01
0.67,0.89,0.04,0.88,0.1,0.84,0.09,0.82,0.09,0.64,0.1,0.93,0.05,0.99,0.01,0.85,0.05,0.97,0.01
0.67,0.9,0.04,0.9,0.08,0.86,0.08,0.84,0.08,0.72,0.08,0.93,0.05,0.95,0.03,0.85,0.05,0.92,0.03
