ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff
0.55,0.99,0.0,0.96,0.04,0.9,0.01,0.99,0.01,0.67,0.04,0.89,0.07,0.63,0.2,0.86,0.07,0.7,0.2
0.59,0.91,0.05,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.94,0.04,0.0,1.0,0.92,0.04,0.0,1.0
0.6,0.89,0.06,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.96,0.02,0.0,1.0,0.94,0.02,0.0,1.0
0.62,0.77,0.11,0.75,0.25,0.04,0.49,0.5,0.49,0.02,0.25,0.97,0.02,0.85,0.11,0.95,0.02,0.69,0.11
0.63,0.74,0.13,0.68,0.31,0.16,0.48,0.48,0.48,0.02,0.31,0.98,0.01,0.69,0.27,0.97,0.01,0.3,0.27
0.64,0.71,0.14,0.65,0.34,0.29,0.44,0.47,0.44,0.05,0.34,1.0,0.0,0.7,0.26,0.99,0.0,0.36,0.26
0.64,0.74,0.12,0.67,0.32,0.35,0.39,0.51,0.39,0.08,0.32,0.99,0.01,0.73,0.23,0.97,0.01,0.42,0.23
0.65,0.77,0.11,0.71,0.26,0.54,0.28,0.58,0.28,0.25,0.26,0.96,0.02,0.86,0.1,0.93,0.02,0.74,0.1
0.65,0.78,0.09,0.73,0.24,0.65,0.22,0.63,0.22,0.34,0.24,0.94,0.04,0.89,0.07,0.89,0.04,0.81,0.07
0.66,0.83,0.07,0.78,0.19,0.78,0.13,0.74,0.13,0.46,0.19,0.92,0.06,0.93,0.05,0.83,0.06,0.87,0.05
0.65,0.86,0.06,0.82,0.16,0.72,0.14,0.77,0.14,0.4,0.16,0.91,0.06,0.91,0.06,0.84,0.06,0.83,0.06
0.65,0.87,0.05,0.83,0.15,0.77,0.12,0.8,0.12,0.43,0.15,0.91,0.06,0.91,0.06,0.83,0.06,0.84,0.06
0.65,0.88,0.05,0.82,0.15,0.81,0.1,0.83,0.1,0.44,0.15,0.9,0.07,0.91,0.06,0.81,0.07,0.83,0.06
0.65,0.89,0.04,0.85,0.12,0.88,0.06,0.88,0.06,0.57,0.12,0.89,0.08,0.96,0.03,0.79,0.08,0.93,0.03
