ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff
0.59,0.92,0.04,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.94,0.04,0.0,1.0,0.91,0.04,0.0,1.0
0.62,0.9,0.05,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.98,0.01,0.0,1.0,0.97,0.01,0.0,1.0
0.62,0.9,0.05,0.91,0.09,0.11,0.28,0.71,0.28,0.08,0.09,0.97,0.02,1.0,0.0,0.96,0.02,0.99,0.0
0.65,0.84,0.08,0.81,0.19,0.36,0.29,0.65,0.29,0.06,0.19,0.97,0.02,0.75,0.23,0.95,0.02,0.3,0.23
0.66,0.84,0.08,0.8,0.19,0.49,0.25,0.67,0.25,0.14,0.19,0.95,0.03,0.79,0.17,0.92,0.03,0.48,0.17
0.66,0.83,0.08,0.79,0.2,0.55,0.23,0.67,0.23,0.17,0.2,0.95,0.03,0.8,0.16,0.9,0.03,0.53,0.16
0.65,0.84,0.07,0.79,0.19,0.6,0.21,0.69,0.21,0.26,0.19,0.94,0.04,0.86,0.11,0.89,0.04,0.71,0.11
0.66,0.87,0.05,0.82,0.15,0.86,0.08,0.85,0.08,0.52,0.15,0.9,0.08,0.93,0.04,0.79,0.08,0.89,0.04
0.65,0.87,0.05,0.83,0.14,0.88,0.07,0.84,0.07,0.61,0.14,0.9,0.07,0.98,0.01,0.79,0.07,0.97,0.01
0.65,0.9,0.04,0.88,0.09,0.93,0.05,0.9,0.05,0.74,0.09,0.9,0.07,0.97,0.02,0.79,0.07,0.95,0.02
0.65,0.93,0.03,0.9,0.08,0.98,0.01,0.97,0.01,0.77,0.08,0.89,0.08,0.97,0.02,0.76,0.08,0.96,0.02
0.65,0.96,0.02,0.95,0.04,0.99,0.01,0.98,0.01,0.89,0.04,0.89,0.08,0.93,0.04,0.76,0.08,0.9,0.04
0.64,0.95,0.02,0.96,0.03,1.0,0.0,1.0,0.0,0.91,0.03,0.9,0.08,0.91,0.05,0.78,0.08,0.88,0.05
0.64,1.0,0.0,0.98,0.02,0.97,0.02,0.95,0.02,0.95,0.02,0.9,0.07,0.87,0.08,0.79,0.07,0.83,0.08
0.64,0.95,0.02,0.97,0.02,0.96,0.03,0.94,0.03,0.95,0.02,0.92,0.06,0.88,0.07,0.83,0.06,0.84,0.07
0.65,0.9,0.04,0.88,0.09,0.91,0.05,0.87,0.05,0.76,0.09,0.91,0.06,0.95,0.03,0.81,0.06,0.92,0.03
0.66,0.88,0.04,0.86,0.11,0.91,0.06,0.86,0.06,0.71,0.11,0.91,0.07,0.98,0.01,0.8,0.07,0.96,0.01
0.65,0.88,0.05,0.86,0.1,0.89,0.07,0.83,0.07,0.74,0.1,0.92,0.06,0.95,0.03,0.83,0.06,0.93,0.03
0.66,0.84,0.06,0.8,0.15,0.83,0.11,0.76,0.11,0.59,0.15,0.93,0.05,0.99,0.01,0.84,0.05,0.98,0.01
0.66,0.81,0.07,0.77,0.18,0.8,0.13,0.71,0.13,0.54,0.18,0.93,0.05,0.97,0.02,0.85,0.05,0.96,0.02
0.66,0.82,0.07,0.79,0.16,0.79,0.14,0.71,0.14,0.55,0.16,0.94,0.04,0.98,0.01,0.87,0.04,0.98,0.01
0.66,0.83,0.07,0.79,0.18,0.77,0.14,0.73,0.14,0.45,0.18,0.93,0.05,0.92,0.05,0.84,0.05,0.86,0.05
0.66,0.88,0.05,0.85,0.13,0.77,0.13,0.79,0.13,0.5,0.13,0.92,0.05,0.96,0.02,0.85,0.05,0.93,0.02
0.66,0.88,0.05,0.86,0.12,0.79,0.11,0.8,0.11,0.55,0.12,0.92,0.05,0.98,0.01,0.85,0.05,0.97,0.01
0.67,0.88,0.05,0.85,0.12,0.82,0.1,0.81,0.1,0.55,0.12,0.92,0.06,0.97,0.02,0.84,0.06,0.95,0.02
0.66,0.87,0.05,0.84,0.14,0.83,0.1,0.81,0.1,0.55,0.14,0.91,0.06,0.97,0.02,0.82,0.06,0.94,0.02
0.66,0.87,0.06,0.84,0.14,0.79,0.12,0.77,0.12,0.54,0.14,0.93,0.05,0.98,0.01,0.85,0.05,0.96,0.01
0.66,0.87,0.05,0.85,0.13,0.78,0.12,0.78,0.12,0.53,0.13,0.93,0.05,0.98,0.02,0.86,0.05,0.96,0.02
0.66,0.88,0.05,0.86,0.12,0.83,0.1,0.81,0.1,0.59,0.12,0.92,0.06,0.99,0.0,0.84,0.06,0.99,0.0
0.66,0.87,0.05,0.83,0.14,0.84,0.09,0.81,0.09,0.56,0.14,0.91,0.06,0.96,0.02,0.82,0.06,0.94,0.02
0.66,0.89,0.05,0.86,0.12,0.85,0.08,0.84,0.08,0.58,0.12,0.91,0.06,0.98,0.01,0.82,0.06,0.96,0.01
0.66,0.87,0.05,0.84,0.13,0.83,0.1,0.81,0.1,0.56,0.13,0.91,0.06,0.97,0.02,0.83,0.06,0.94,0.02
0.66,0.88,0.05,0.85,0.12,0.87,0.08,0.84,0.08,0.61,0.12,0.91,0.06,0.99,0.01,0.81,0.06,0.98,0.01
0.66,0.89,0.05,0.86,0.12,0.87,0.07,0.85,0.07,0.6,0.12,0.91,0.07,0.98,0.01,0.81,0.07,0.96,0.01
0.66,0.9,0.04,0.86,0.11,0.88,0.06,0.87,0.06,0.6,0.11,0.9,0.07,0.98,0.02,0.8,0.07,0.96,0.02
0.66,0.9,0.04,0.87,0.11,0.89,0.06,0.88,0.06,0.61,0.11,0.9,0.07,0.98,0.02,0.8,0.07,0.96,0.02
0.66,0.9,0.04,0.87,0.11,0.88,0.07,0.87,0.07,0.61,0.11,0.9,0.07,0.98,0.01,0.81,0.07,0.97,0.01
0.66,0.89,0.05,0.86,0.12,0.84,0.08,0.85,0.08,0.56,0.12,0.91,0.07,0.97,0.02,0.82,0.07,0.94,0.02
0.67,0.86,0.06,0.84,0.14,0.81,0.11,0.78,0.11,0.53,0.14,0.92,0.05,0.97,0.02,0.84,0.05,0.94,0.02
0.66,0.85,0.06,0.82,0.15,0.75,0.15,0.73,0.15,0.5,0.15,0.94,0.04,0.97,0.02,0.87,0.04,0.95,0.02
0.67,0.85,0.06,0.82,0.15,0.78,0.13,0.74,0.13,0.52,0.15,0.93,0.05,0.97,0.02,0.86,0.05,0.95,0.02
0.67,0.85,0.06,0.82,0.15,0.78,0.13,0.75,0.13,0.5,0.15,0.93,0.05,0.96,0.03,0.85,0.05,0.92,0.03
0.67,0.85,0.06,0.82,0.15,0.77,0.14,0.74,0.14,0.51,0.15,0.94,0.04,0.97,0.02,0.87,0.04,0.94,0.02
0.66,0.86,0.06,0.83,0.14,0.79,0.12,0.77,0.12,0.53,0.14,0.93,0.05,0.97,0.02,0.85,0.05,0.94,0.02
0.67,0.86,0.06,0.84,0.13,0.83,0.1,0.79,0.1,0.56,0.13,0.92,0.05,0.98,0.02,0.84,0.05,0.96,0.02
0.67,0.86,0.06,0.83,0.14,0.83,0.1,0.79,0.1,0.55,0.14,0.92,0.06,0.97,0.02,0.84,0.06,0.94,0.02
0.67,0.87,0.05,0.85,0.12,0.83,0.1,0.79,0.1,0.59,0.12,0.93,0.05,0.99,0.0,0.85,0.05,0.99,0.0
0.67,0.87,0.05,0.83,0.14,0.83,0.1,0.8,0.1,0.56,0.14,0.92,0.06,0.97,0.02,0.83,0.06,0.95,0.02
0.66,0.87,0.05,0.86,0.11,0.84,0.1,0.8,0.1,0.65,0.11,0.93,0.05,0.98,0.01,0.85,0.05,0.97,0.01
0.67,0.87,0.05,0.85,0.12,0.82,0.11,0.78,0.11,0.59,0.12,0.93,0.05,1.0,0.0,0.85,0.05,1.0,0.0
