ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff,EQO_ratio,EQO_diff
0.55,0.99,0.0,0.98,0.02,0.67,0.0,1.0,0.0,0.1,0.02,0.88,0.07,0.33,0.5,0.84,0.07,0.33,0.5,0.99,0.01
0.55,0.99,0.0,0.98,0.02,0.89,0.0,1.0,0.0,0.3,0.02,0.88,0.07,0.44,0.32,0.84,0.07,0.57,0.32,0.99,0.01
0.55,1.0,0.0,0.97,0.03,0.4,0.03,0.97,0.03,0.48,0.03,0.89,0.06,0.29,0.43,0.86,0.06,0.48,0.43,0.97,0.03
0.59,0.97,0.01,0.99,0.01,0.61,0.09,0.9,0.09,0.88,0.01,0.91,0.05,0.76,0.16,0.88,0.05,0.66,0.16,0.95,0.05
0.63,0.8,0.08,0.76,0.2,0.63,0.22,0.65,0.22,0.44,0.2,0.95,0.03,0.98,0.01,0.91,0.03,0.97,0.01,0.71,0.21
0.61,0.68,0.12,0.63,0.26,0.74,0.2,0.53,0.2,0.55,0.26,0.96,0.03,1.0,0.0,0.91,0.03,1.0,0.0,0.58,0.23
0.58,0.6,0.13,0.57,0.24,0.78,0.19,0.44,0.19,0.65,0.24,0.98,0.01,0.93,0.03,0.96,0.01,0.93,0.03,0.51,0.21
0.58,0.53,0.14,0.5,0.27,0.8,0.18,0.37,0.18,0.64,0.27,1.0,0.0,0.96,0.02,0.99,0.0,0.95,0.02,0.43,0.23
0.58,0.5,0.16,0.47,0.29,0.77,0.21,0.33,0.21,0.61,0.29,0.99,0.01,0.96,0.02,0.96,0.01,0.96,0.02,0.4,0.25
0.59,0.47,0.19,0.43,0.36,0.7,0.27,0.28,0.27,0.5,0.36,0.97,0.02,0.99,0.01,0.93,0.02,0.99,0.01,0.35,0.32
0.61,0.48,0.2,0.44,0.4,0.64,0.32,0.26,0.32,0.41,0.4,0.95,0.04,0.94,0.03,0.87,0.04,0.93,0.03,0.35,0.36
0.63,0.53,0.2,0.47,0.44,0.56,0.37,0.29,0.37,0.29,0.44,0.96,0.03,0.86,0.09,0.89,0.03,0.81,0.09,0.38,0.41
0.64,0.58,0.18,0.51,0.43,0.51,0.39,0.34,0.39,0.22,0.43,0.97,0.02,0.82,0.12,0.94,0.02,0.71,0.12,0.43,0.41
0.66,0.65,0.16,0.59,0.38,0.48,0.38,0.41,0.38,0.17,0.38,0.99,0.01,0.79,0.16,0.97,0.01,0.61,0.16,0.5,0.38
0.65,0.68,0.15,0.6,0.37,0.45,0.38,0.45,0.38,0.13,0.37,0.99,0.0,0.76,0.19,0.99,0.0,0.54,0.19,0.53,0.38
0.65,0.7,0.14,0.64,0.34,0.41,0.39,0.47,0.39,0.12,0.34,1.0,0.0,0.76,0.19,1.0,0.0,0.52,0.19,0.55,0.36
0.65,0.72,0.13,0.67,0.32,0.38,0.39,0.48,0.39,0.1,0.32,1.0,0.0,0.75,0.21,0.99,0.0,0.47,0.21,0.57,0.35
0.66,0.73,0.13,0.68,0.31,0.36,0.4,0.48,0.4,0.08,0.31,0.99,0.01,0.74,0.22,0.98,0.01,0.41,0.22,0.58,0.35
0.65,0.73,0.13,0.67,0.32,0.36,0.4,0.49,0.4,0.08,0.32,1.0,0.0,0.73,0.23,0.99,0.0,0.41,0.23,0.58,0.36
0.65,0.73,0.13,0.67,0.32,0.37,0.4,0.49,0.4,0.09,0.32,1.0,0.0,0.74,0.21,1.0,0.0,0.44,0.21,0.58,0.36
0.65,0.72,0.13,0.67,0.32,0.36,0.41,0.47,0.41,0.09,0.32,0.99,0.01,0.74,0.21,0.98,0.01,0.44,0.21,0.57,0.36
0.65,0.72,0.13,0.67,0.32,0.39,0.39,0.47,0.39,0.13,0.32,0.99,0.01,0.78,0.17,0.98,0.01,0.56,0.17,0.57,0.35
0.65,0.71,0.13,0.66,0.32,0.4,0.39,0.47,0.39,0.15,0.32,0.99,0.01,0.81,0.15,0.98,0.01,0.62,0.15,0.56,0.35
0.65,0.71,0.13,0.66,0.32,0.41,0.39,0.47,0.39,0.14,0.32,0.99,0.0,0.8,0.15,0.99,0.0,0.61,0.15,0.56,0.35
0.65,0.71,0.13,0.65,0.33,0.46,0.36,0.49,0.36,0.16,0.33,0.99,0.01,0.79,0.16,0.98,0.01,0.6,0.16,0.57,0.34
0.65,0.71,0.13,0.65,0.32,0.48,0.34,0.5,0.34,0.18,0.32,0.98,0.01,0.8,0.15,0.97,0.01,0.63,0.15,0.57,0.33
0.66,0.72,0.13,0.66,0.31,0.51,0.33,0.5,0.33,0.21,0.31,0.99,0.01,0.82,0.13,0.97,0.01,0.67,0.13,0.58,0.32
0.66,0.72,0.12,0.66,0.31,0.53,0.31,0.51,0.31,0.21,0.31,0.98,0.01,0.82,0.14,0.96,0.01,0.66,0.14,0.58,0.31
0.66,0.73,0.12,0.67,0.3,0.54,0.3,0.53,0.3,0.22,0.3,0.98,0.02,0.82,0.13,0.95,0.02,0.67,0.13,0.6,0.3
0.66,0.73,0.12,0.68,0.29,0.56,0.29,0.54,0.29,0.24,0.29,0.97,0.02,0.84,0.12,0.95,0.02,0.71,0.12,0.61,0.29
0.66,0.75,0.11,0.69,0.28,0.59,0.27,0.56,0.27,0.25,0.28,0.97,0.02,0.84,0.12,0.93,0.02,0.69,0.12,0.62,0.28
0.66,0.76,0.11,0.7,0.27,0.6,0.26,0.57,0.26,0.28,0.27,0.97,0.02,0.86,0.1,0.93,0.02,0.75,0.1,0.64,0.27
0.66,0.76,0.1,0.71,0.26,0.6,0.26,0.57,0.26,0.29,0.26,0.97,0.02,0.87,0.09,0.93,0.02,0.76,0.09,0.64,0.26
0.67,0.77,0.1,0.73,0.24,0.61,0.25,0.59,0.25,0.31,0.24,0.97,0.02,0.88,0.08,0.93,0.02,0.78,0.08,0.66,0.24
0.67,0.79,0.09,0.75,0.23,0.65,0.22,0.62,0.22,0.34,0.23,0.96,0.03,0.89,0.08,0.91,0.03,0.8,0.08,0.69,0.23
0.67,0.8,0.09,0.75,0.22,0.68,0.2,0.64,0.2,0.36,0.22,0.95,0.03,0.9,0.07,0.9,0.03,0.81,0.07,0.7,0.21
0.67,0.8,0.08,0.76,0.21,0.7,0.19,0.66,0.19,0.38,0.21,0.95,0.04,0.91,0.06,0.88,0.04,0.83,0.06,0.71,0.2
0.67,0.81,0.08,0.76,0.21,0.72,0.17,0.68,0.17,0.38,0.21,0.94,0.05,0.89,0.08,0.86,0.05,0.8,0.08,0.72,0.19
0.67,0.82,0.08,0.77,0.2,0.72,0.17,0.69,0.17,0.39,0.2,0.94,0.04,0.91,0.06,0.88,0.04,0.83,0.06,0.73,0.18
0.67,0.82,0.08,0.78,0.19,0.72,0.17,0.69,0.17,0.39,0.19,0.94,0.04,0.91,0.07,0.88,0.04,0.82,0.07,0.73,0.18
0.67,0.83,0.07,0.79,0.19,0.74,0.15,0.72,0.15,0.39,0.19,0.93,0.05,0.9,0.07,0.85,0.05,0.8,0.07,0.76,0.17
0.66,0.84,0.07,0.79,0.18,0.72,0.16,0.72,0.16,0.4,0.18,0.93,0.05,0.91,0.06,0.87,0.05,0.83,0.06,0.76,0.17
0.67,0.84,0.07,0.81,0.17,0.72,0.16,0.72,0.16,0.42,0.17,0.94,0.04,0.93,0.05,0.88,0.04,0.86,0.05,0.77,0.17
0.67,0.85,0.06,0.82,0.16,0.73,0.16,0.73,0.16,0.43,0.16,0.94,0.04,0.93,0.05,0.87,0.04,0.87,0.05,0.77,0.16
0.67,0.85,0.06,0.82,0.16,0.73,0.15,0.74,0.15,0.42,0.16,0.94,0.04,0.93,0.05,0.87,0.04,0.86,0.05,0.78,0.15
