ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff
0.6,0.71,0.14,0.0,1.0,0.01,0.54,0.46,0.54,0.0,1.0,0.99,0.01,0.0,1.0,0.99,0.01,0.0,1.0
0.63,0.63,0.17,0.54,0.45,0.32,0.47,0.4,0.47,0.06,0.45,0.99,0.01,0.67,0.28,0.98,0.01,0.36,0.28
0.64,0.78,0.11,0.71,0.28,0.33,0.36,0.57,0.36,0.06,0.28,0.97,0.02,0.72,0.24,0.95,0.02,0.37,0.24
0.65,0.66,0.15,0.6,0.36,0.52,0.35,0.44,0.35,0.22,0.36,1.0,0.0,0.82,0.12,0.99,0.0,0.7,0.12
0.65,0.71,0.13,0.64,0.33,0.53,0.32,0.5,0.32,0.21,0.33,0.98,0.02,0.82,0.13,0.95,0.02,0.67,0.13
0.65,0.71,0.13,0.64,0.31,0.56,0.3,0.51,0.3,0.27,0.31,0.97,0.02,0.86,0.1,0.95,0.02,0.77,0.1
0.65,0.76,0.11,0.69,0.29,0.51,0.29,0.58,0.29,0.18,0.29,0.95,0.03,0.79,0.16,0.91,0.03,0.6,0.16
0.65,0.76,0.1,0.71,0.26,0.63,0.24,0.6,0.24,0.32,0.26,0.95,0.03,0.88,0.08,0.91,0.03,0.8,0.08
0.65,0.74,0.11,0.68,0.27,0.65,0.24,0.58,0.24,0.34,0.27,0.95,0.03,0.88,0.08,0.9,0.03,0.81,0.08
0.65,0.75,0.11,0.69,0.27,0.67,0.22,0.61,0.22,0.33,0.27,0.94,0.04,0.87,0.09,0.88,0.04,0.78,0.09
0.65,0.78,0.1,0.72,0.25,0.6,0.24,0.62,0.24,0.29,0.25,0.95,0.04,0.86,0.1,0.9,0.04,0.75,0.1
0.65,0.76,0.1,0.7,0.25,0.68,0.21,0.61,0.21,0.37,0.25,0.95,0.04,0.9,0.07,0.89,0.04,0.83,0.07
0.65,0.75,0.11,0.68,0.28,0.67,0.22,0.6,0.22,0.33,0.28,0.94,0.04,0.87,0.09,0.88,0.04,0.77,0.09
0.65,0.78,0.09,0.72,0.24,0.69,0.19,0.66,0.19,0.35,0.24,0.93,0.05,0.88,0.08,0.86,0.05,0.79,0.08
0.65,0.75,0.11,0.68,0.28,0.68,0.22,0.61,0.22,0.32,0.28,0.94,0.04,0.86,0.1,0.87,0.04,0.76,0.1
0.65,0.76,0.11,0.71,0.26,0.58,0.26,0.58,0.26,0.28,0.26,0.96,0.03,0.87,0.09,0.92,0.03,0.77,0.09
0.65,0.77,0.1,0.71,0.25,0.64,0.23,0.62,0.23,0.31,0.25,0.95,0.04,0.87,0.09,0.89,0.04,0.77,0.09
0.65,0.77,0.1,0.71,0.24,0.7,0.2,0.63,0.2,0.4,0.24,0.94,0.04,0.91,0.06,0.87,0.04,0.86,0.06
0.66,0.77,0.1,0.72,0.26,0.58,0.26,0.59,0.26,0.27,0.26,0.96,0.03,0.86,0.1,0.93,0.03,0.75,0.1
0.65,0.74,0.11,0.68,0.28,0.64,0.24,0.58,0.24,0.31,0.28,0.95,0.03,0.87,0.09,0.9,0.03,0.78,0.09
0.65,0.76,0.1,0.7,0.26,0.7,0.2,0.63,0.2,0.37,0.26,0.94,0.05,0.89,0.08,0.86,0.05,0.81,0.08
0.65,0.77,0.1,0.72,0.25,0.67,0.21,0.63,0.21,0.35,0.25,0.94,0.04,0.89,0.07,0.88,0.04,0.81,0.07
0.66,0.8,0.09,0.75,0.22,0.64,0.22,0.64,0.22,0.31,0.22,0.95,0.03,0.88,0.09,0.9,0.03,0.76,0.09
0.65,0.78,0.09,0.73,0.22,0.73,0.18,0.65,0.18,0.47,0.22,0.94,0.04,0.95,0.03,0.88,0.04,0.92,0.03
0.65,0.78,0.09,0.73,0.23,0.73,0.18,0.65,0.18,0.43,0.23,0.94,0.05,0.92,0.05,0.86,0.05,0.88,0.05
0.66,0.78,0.09,0.73,0.22,0.73,0.18,0.65,0.18,0.43,0.22,0.94,0.04,0.92,0.05,0.87,0.04,0.87,0.05
0.66,0.76,0.1,0.7,0.26,0.64,0.23,0.61,0.23,0.3,0.26,0.95,0.04,0.86,0.1,0.89,0.04,0.74,0.1
0.66,0.79,0.09,0.75,0.22,0.63,0.23,0.62,0.23,0.33,0.22,0.96,0.03,0.9,0.07,0.92,0.03,0.81,0.07
0.66,0.83,0.07,0.79,0.18,0.75,0.16,0.71,0.16,0.49,0.18,0.94,0.04,0.96,0.03,0.87,0.04,0.93,0.03
0.66,0.77,0.1,0.72,0.24,0.7,0.2,0.62,0.2,0.39,0.24,0.95,0.04,0.91,0.06,0.89,0.04,0.84,0.06
0.66,0.81,0.08,0.77,0.2,0.65,0.21,0.66,0.21,0.34,0.2,0.95,0.04,0.89,0.07,0.9,0.04,0.8,0.07
0.66,0.82,0.08,0.78,0.19,0.74,0.16,0.69,0.16,0.46,0.19,0.94,0.04,0.95,0.04,0.87,0.04,0.91,0.04
0.66,0.83,0.07,0.8,0.17,0.78,0.14,0.73,0.14,0.51,0.17,0.93,0.05,0.96,0.03,0.85,0.05,0.93,0.03
0.66,0.83,0.07,0.78,0.19,0.72,0.17,0.7,0.17,0.43,0.19,0.94,0.04,0.93,0.05,0.87,0.04,0.87,0.05
0.66,0.83,0.07,0.8,0.17,0.73,0.17,0.7,0.17,0.48,0.17,0.95,0.04,0.97,0.02,0.89,0.04,0.94,0.02
0.66,0.83,0.07,0.8,0.17,0.72,0.17,0.7,0.17,0.45,0.17,0.94,0.04,0.95,0.03,0.88,0.04,0.91,0.03
0.66,0.83,0.07,0.8,0.17,0.76,0.15,0.73,0.15,0.49,0.17,0.93,0.05,0.95,0.03,0.86,0.05,0.92,0.03
0.67,0.82,0.08,0.79,0.19,0.63,0.22,0.65,0.22,0.34,0.19,0.96,0.03,0.91,0.06,0.92,0.03,0.82,0.06
0.66,0.77,0.1,0.73,0.23,0.65,0.23,0.61,0.23,0.37,0.23,0.96,0.03,0.92,0.06,0.92,0.03,0.86,0.06
0.66,0.77,0.1,0.72,0.25,0.59,0.26,0.58,0.26,0.3,0.25,0.97,0.02,0.88,0.08,0.93,0.02,0.78,0.08
0.66,0.79,0.09,0.74,0.23,0.71,0.19,0.65,0.19,0.38,0.23,0.94,0.04,0.9,0.07,0.88,0.04,0.82,0.07
