ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff
0.77,0.01,0.06,0.0,1.0,0.97,0.03,0.01,0.03,0.0,1.0,0.0,1.0,0.8,0.17,0.0,1.0,0.39,0.17
0.79,0.01,0.11,0.02,0.28,0.94,0.06,0.01,0.06,0.71,0.28,0.73,0.18,0.84,0.14,0.64,0.18,0.44,0.14
